day,yw,RM_weekly,rf_weekly,RM_RF_weekly,SMB_ew,HML_ew,MOM_ew,SMB_vw,HML_vw,MOM_vw
27aug1991,1991w35,.0014867454,.0020824999,-.00059575448,.0051393337,.022907609,.073776722,-.034588389,.0021360272,.071866162
03sep1991,1991w36,-.024358686,.0020125001,-.026371187,.004852192,.027386297,.018140905,.0078821257,-.0024090181,-.021710824
10sep1991,1991w37,.016151322,.0019872223,.014164099,.043408655,-.089155272,-.0017891349,-.0043062866,-.049900927,.013264365
17sep1991,1991w38,-.010839103,.001963889,-.012802992,-.043182947,.0222212,-.038840719,-.040525045,.016042802,-.0062832693
24sep1991,1991w39,-.031720899,.0019580554,-.033678956,-.030158184,-.017873492,-.018085025,.014116436,-.051369499,-.0030565541
01oct1991,1991w40,-.016752966,.0019619444,-.01871491,-.02209154,-.052827585,.0059720306,-.022310615,-.060419705,.0083880769
08oct1991,1991w41,-.030480957,.0020708332,-.032551792,-.075194269,.04600196,.013068631,-.098635077,.027341276,.043278404
15oct1991,1991w42,.0019033576,.0020630555,-.00015969796,.1031955,.013401696,-.035984762,.078991167,.046273276,-.10793635
22oct1991,1991w43,.0070508202,.0021194443,.0049313758,.00092304376,.009574119,.027747465,.0014214948,-.009947205,-.0016427925
29oct1991,1991w44,.019542929,.0021175002,.017425429,-.042611402,.033859406,-.019071773,-.0089583984,-.0079980846,.00067748467
05nov1991,1991w45,-.0095219985,.0020572222,-.011579221,.05608258,-.10592881,.012872242,-.00031377669,-.012080034,.018284772
12nov1991,1991w46,-.053295333,.0020611112,-.055356443,.09481065,-.061994005,-.026120843,.077930629,.0050557908,-.0098011121
19nov1991,1991w47,-.017759094,.0020941668,-.01985326,.039473198,.029789239,.03662527,.024884619,.0427582,.01880857
26nov1991,1991w48,-.002977632,.0020474999,-.0050251316,-.049155198,.078301445,.040842876,-.087281808,.081654251,-.0056442353
03dec1991,1991w49,-.020921601,.0023333333,-.023254935,-.056023084,-.14600703,.099043541,-.08423008,-.17009616,.06867367
10dec1991,1991w50,-.021824187,.0031888888,-.025013076,-.035698395,-.038248856,-.0082950881,-.029965129,-.032548483,.0038849376
17dec1991,1991w51,-.014061903,.0029944445,-.017056348,-.10424918,.10705317,-.07448402,-.044687901,.0056175822,-.023844391
24dec1991,1991w52,.042483743,.0033222223,.039161522,.037319232,-.069864362,-.02533281,-.00039517623,-.0078683347,.00080200285
01jan1992,1992w1,.01197411,.0026775,.00929661,-.040816158,.031963553,-.027926881,-.069651388,-.031378567,.028313896
08jan1992,1992w2,.032347299,.0026444446,.029702855,-.017617045,.067475386,-.02590866,-.040422179,.082726829,-.039807167
15jan1992,1992w3,.020476123,.0025413889,.017934734,.014156989,.012550701,.022649126,-.019996688,.033995483,.0084354263
22jan1992,1992w4,.0051984517,.0025044444,.0026940072,.025561277,-.0045290799,.033973537,.0035094118,.00060750765,-.014824336
29jan1992,1992w5,-.013717867,.0025258332,-.0162437,.023419177,-.01770542,-.0089971144,.02237446,-.027176265,.0047503011
05feb1992,1992w6,-.012615013,.0023430556,-.014958069,.054172955,-.041640911,-.0064218678,-.00035554636,-.011248963,-.018339153
12feb1992,1992w7,-.018249476,.0023372222,-.020586699,-.027220631,-.059044212,.20984709,-.052396182,-.069523722,.1020771
19feb1992,1992w8,-.013534856,.0022847222,-.015819578,-.0065075452,-.057161603,.077373661,-.018938981,-.033905115,.041363623
26feb1992,1992w9,.036766943,.0022788888,.034488052,-.028967036,-.0012799982,-.046480544,-.012725624,-.033751465,-.040086817
04mar1992,1992w10,.031509865,.0023333333,.029176531,.046682768,-.0051681269,-.12901992,.040060226,-.023641326,-.11996813
11mar1992,1992w11,-.002829426,.0023177778,-.0051472038,-.0076359636,.039744359,.088460065,-.029919101,.0088130059,.05033835
18mar1992,1992w12,.012798571,.0022827778,.010515793,.019830361,.034532692,.017116711,-.0057377904,.022918735,.022951806
25mar1992,1992w13,-.0014749153,.0022983332,-.0037732485,-.0219723,-.029100735,.020714045,-.0031264888,-.017548665,.0032325429
01apr1992,1992w14,-.013368071,.0022400001,-.015608071,.028385792,.028732207,-.017575601,.0072584045,.0028898502,.02195535
08apr1992,1992w15,-.011036465,.0023605556,-.01339702,.014215299,-.0043324879,.010272012,.013313467,-.0049510016,.012469019
15apr1992,1992w16,.0087329596,.0022905555,.0064424044,-.014977056,-.022326045,.02573587,-.025908267,-.026056882,.014854111
22apr1992,1992w17,-.00021115501,.0022594444,-.0024705995,.0095397849,-.05477133,.025997141,.0010101607,.0017123825,-.0098445136
29apr1992,1992w18,.019400192,.0022924999,.017107692,-.019908303,-.0014187936,.01092324,-.030434584,-.0017660174,-.0032616884
06may1992,1992w19,.018564833,.0023333333,.0162315,-.061572962,-.0029403213,-.044948347,-.073245838,-.012267057,-.030286029
13may1992,1992w20,-.0051068962,.0022788888,-.0073857848,.019654872,-.022237297,.044684727,.00028559673,-.02507578,.014066267
20may1992,1992w21,-.0029864041,.0022788888,-.0052652927,-.044542592,-.011494564,.084164225,-.034693204,.012461246,.048597485
27may1992,1992w22,.0040352996,.0023430556,.0016922441,.052425552,.052056476,-.051796723,.00819977,.025911551,-.026089411
03jun1992,1992w23,-.02779804,.0021875,-.02998554,.04543449,-.016636465,-.094042882,-.052925508,-.094116665,-.028293803
10jun1992,1992w24,-.012266947,.0022263888,-.014493336,.034409799,-.014247766,-.00018254551,-.01401914,-.017206188,-.014633459
17jun1992,1992w25,-.024929738,.0022147223,-.02714446,-.032807663,.045055036,-.02289989,-.038799003,.043944072,-.0030431349
24jun1992,1992w26,-.014380531,.0021933333,-.016573865,.028168689,.018608242,.05281809,.020549184,-.0035340176,.04285717
01jul1992,1992w27,-.020439133,.0022380557,-.022677189,.1179874,-.037107598,-.025328506,.09168601,-.042018168,-.063252904
08jul1992,1992w28,-.0069794087,.0022536111,-.0092330202,-.0016477177,-.063229688,-.012007151,-.049635109,-.057975121,.0045774998
15jul1992,1992w29,-.031193376,.0022574998,-.033450875,.022443064,.030021083,-.043113071,.028608283,.020129124,-.032366399
22jul1992,1992w30,-.006793478,.0023138889,-.0091073671,-.076596677,.02312916,.059678227,-.048142802,.010645184,.038342055
29jul1992,1992w31,.011239465,.0024558334,.008783632,.013340908,.024143573,.032632779,-.016890207,.030556178,-.0062817414
05aug1992,1992w32,-.04227034,.0024733334,-.044743672,.017813519,.043568961,.004157159,.0038861318,.016404955,.030606499
12aug1992,1992w33,-.02349792,.0024519444,-.025949866,-.076966316,.082981363,-.077329807,-.086141683,.027860399,-.035475925
19aug1992,1992w34,-.093985498,.0024597221,-.096445218,.038844496,.018700339,-.017438386,-.0056584603,-.016527504,.019540194
26aug1992,1992w35,.02624421,.0028194445,.023424765,-.078344345,.068218492,.017827639,-.057590839,.072429262,.030698838
02sep1992,1992w36,-.031162072,.0030236111,-.034185681,-.03115486,-.05614632,.055256881,-.012424577,-.067208491,.024212738
09sep1992,1992w37,.023184124,.0042777779,.018906347,.082255885,-.083875135,.1511502,-.022323789,-.016661301,.044047028
16sep1992,1992w38,-.012041423,.0058333334,-.017874757,.0085107647,.084980607,-.083281539,-.00057249656,.033274487,-.0380283
23sep1992,1992w39,-.11129197,.011666667,-.12295863,.084267884,.043465402,.032061879,.070156768,-.061526265,.00097527448
30sep1992,1992w40,-.016759714,.0064166668,-.023176381,.038382009,-.13808887,-.014090031,.031191997,-.12314618,-.04951876
07oct1992,1992w41,.050765865,.0036458333,.047120031,-.1811097,.10636195,-.1369938,-.096055865,.033805847,-.095028423
14oct1992,1992w42,.012409359,.0029944445,.009414915,.027957492,.066418357,-.057256833,.027660932,.067861103,-.015047456
21oct1992,1992w43,.059419204,.0027805555,.056638647,-.0052992287,.1961564,-.032507777,.053953126,.17699571,-.013495052
28oct1992,1992w44,.0068602264,.0025861112,.004274115,.067691594,-.05230042,-.099840552,.013538243,-.054243684,-.049799927
04nov1992,1992w45,.01014606,.0024772221,.0076688379,.33571443,.50981945,.1095553,.52219421,.73138916,.016205367
11nov1992,1992w46,-.018433856,.0023955556,-.020829411,-.0050390675,.0061881477,.021186762,-.0028641368,-.0066090468,-.0065312893
18nov1992,1992w47,.16268726,.0025666666,.16012059,-.23311873,-.14431095,-.6320169,-.12260646,.138786,-.1176597
25nov1992,1992w48,.065072313,.0023294443,.062742867,.15981507,.31575656,-.51016748,.15269358,.30851689,-.28354564
02dec1992,1992w49,-.010824393,.002411111,-.013235505,.033392023,-.01426491,.032926597,.023431873,-.013865415,.016897647
09dec1992,1992w50,-.0082397005,.0023177778,-.010557478,.036919575,-.038474724,-.03498549,-.0026908042,-.025600774,.0015340243
16dec1992,1992w51,.040457115,.0021777777,.038279336,.017277036,-.049475454,-.0038066756,-.021368992,.025913246,-.024687987
23dec1992,1992w52,-.0022803308,.002755,-.0050353305,.048844166,.058747388,-.022915388,.037214577,.033652354,-.011428826
01jan1993,1993w1,.03442549,.0020766668,.032348823,.028048698,.030786166,-.067536622,.0046766815,.036066428,-.023454117
08jan1993,1993w2,-.022599388,.0020222222,-.02462161,-.013504284,.10593715,-.037144657,.040669139,.0096548563,-.031043893
15jan1993,1993w3,.004943525,.0020338888,.0029096361,-.013244591,-.060582742,.069327779,.0067399391,-.038253639,.034751166
22jan1993,1993w4,-.051885176,.0020125001,-.053897675,-.022815883,.043609835,.010219633,-.0098171597,.036771033,-.0055763479
29jan1993,1993w5,.03396273,.0019191667,.032043565,.054323077,-.041998994,-.052367397,.040350847,-.021273462,-.040996376
05feb1993,1993w6,.065726057,.0018861111,.063839942,.042077806,.028659863,-.10989367,.0068039391,.0074195336,-.059800312
12feb1993,1993w7,.016956603,.0017519445,.015204659,-.058643837,.20407556,-.27095878,.0071739447,.077324122,-.11888486
19feb1993,1993w8,.0043809204,.0016838888,.0026970315,-.0036307203,-.019132052,.025742941,-.008171401,-.02409571,.011829119
26feb1993,1993w9,.025572762,.0019152778,.023657484,-.074291736,.0016840491,-.01049323,.0033357283,-.0054640584,-.007967785
05mar1993,1993w10,.011265602,.0019094443,.0093561579,.0072223041,.060773589,.0063594049,.0020065433,.036637601,-.025971575
12mar1993,1993w11,-.010633734,.0019249999,-.012558734,-.0057955836,-.016733669,.035199381,.001546385,-.014886291,.0029386389
19mar1993,1993w12,-.028405497,.0019055556,-.030311052,.0080472371,-.038745314,.013690294,-.0027383976,-.027493369,.036215518
26mar1993,1993w13,.013571748,.0020319445,.011539803,-.0041096676,.024316089,-.0087382086,.0026455333,.0073105241,-.005704293
02apr1993,1993w14,-.0044248425,.0019522222,-.0063770646,.011191458,-.027197992,.056904674,.0064632003,-.0081862193,.029207746
09apr1993,1993w15,.0058365902,.0019172222,.0039193681,.028314568,-.021781607,-.0032958896,.0087661166,-.023712691,.0060203522
16apr1993,1993w16,.035306498,.0018666667,.03343983,-.034386881,-.067482725,.020881264,-.0080647059,-.025448157,-.0090688989
23apr1993,1993w17,-.0088284854,.0018238889,-.010652374,-.014593748,.039000019,-.018258225,.0013114106,.028757196,-.012124801
30apr1993,1993w18,.036028884,.0018025001,.034226384,-.038675778,.089458615,-.023018461,-.012194537,.015144964,.011228651
07may1993,1993w19,.01916779,.0017947222,.017373068,.11648741,-.071954593,-.12155462,.059822213,-.022223182,-.051858217
14may1993,1993w20,.0055151219,.0017830556,.0037320661,.027931144,.029474482,-.099869654,-.007150366,-.016032133,-.051468752
21may1993,1993w21,.022078428,.0017305554,.020347873,.086800307,.033033945,-.11131436,.023438498,.00062722806,-.029912731
28may1993,1993w22,-.0053922837,.0016391667,-.0070314505,-.03882644,-.070221715,.026778745,-.022094367,-.0357573,.016607078
04jun1993,1993w23,-.0085325455,.0016352778,-.010167823,-.039342418,-.016351186,.071169451,-.02582798,-.033673614,.061323158
11jun1993,1993w24,.00064331479,.0016177777,-.00097446295,-.014523871,.085731767,-.026520044,.0060400004,.018474361,-.01980729
18jun1993,1993w25,-.014038863,.0016625001,-.015701363,.031439133,-.031433791,.051236864,-.0025059511,-.0085552875,.011810509
25jun1993,1993w26,.02268221,.0016819444,.021000266,-.045038644,-.015154409,-.038234618,-.016442802,-.0066338894,-.0024869638
02jul1993,1993w27,.014456452,.0016586111,.012797841,-.093417972,.17816603,-.030750383,-.010198318,.034792423,-.025933733
09jul1993,1993w28,.034542248,.0016527778,.03288947,.022919942,.0048711225,-.043146886,.0030013872,.0021557757,-.008345617
16jul1993,1993w29,.00070051022,.0016274999,-.00092698971,.057284098,-.0049359584,-.025474744,.027583474,.0025315175,-.019079259
23jul1993,1993w30,.042261373,.0016722223,.04058915,.022890387,.07153295,-.040641725,.0067089247,.015765481,-.025415326
30jul1993,1993w31,.039751317,.0016391667,.038112152,.056228533,.025326777,-.085483558,.045738675,.025816696,-.032510076
06aug1993,1993w32,.03667669,.0015847222,.035091966,-.050770387,.0020554783,.0099513493,-.028011199,.004791853,.016592776
13aug1993,1993w33,.030476978,.0015730556,.028903922,-.026544236,.075763971,-.015110979,.016063817,.015107375,-.024125254
20aug1993,1993w34,-.056759261,.0015477778,-.058307037,-.012668813,-.059031442,.014968757,-.0020809383,-.012523578,-.0013637668
27aug1993,1993w35,.018284449,.0016566667,.016627783,-.0085443519,-.016652247,.022473361,-.010799108,-.023513362,.016622726
03sep1993,1993w36,.0061840853,.0015263889,.0046576965,.029273797,.0076880199,.030011164,.0054335189,-.010771616,.026302189
10sep1993,1993w37,-.017231165,.0014777777,-.018708942,.004386662,-.046674952,-.0098919645,-.0057549197,.0013790836,.0058298279
17sep1993,1993w38,.014350023,.0014641667,.012885856,.011679528,-.005514028,.035710167,-.0014925216,-.01487329,.026486762
24sep1993,1993w39,.013413835,.0015030556,.011910779,.037800442,-.067942061,-.029660383,.012082247,-.0097247129,-.013128889
01oct1993,1993w40,.032819413,.0015225,.031296913,-.048446454,.017280228,.017015301,-.018387137,.032122914,.018262789
08oct1993,1993w41,.023524605,.0015380555,.02198655,-.026494879,.025890544,.0061347843,-.015259661,.01207242,.0011497992
15oct1993,1993w42,.031072099,.0015458333,.029526265,-.011466323,.033866327,.037488423,-.0038435569,.029463451,-.0006957422
22oct1993,1993w43,.0070801089,.0015011111,.0055789975,.035425812,-.052465372,-.015098469,.0005657131,-.0089654047,-.0053592958
29oct1993,1993w44,.0097316187,.0014291666,.008302452,.14906043,-.01229116,-.065725215,.060193837,.029534709,-.048154425
05nov1993,1993w45,-.025669554,.0014194445,-.027088998,-.011718223,-.019912949,.020371277,-.0035751001,-.0060882792,.0051132841
12nov1993,1993w46,-.0012129948,.0014505555,-.0026635504,-.076001808,.016144175,-.056786247,-.020872092,-.00033784873,-.011000641
19nov1993,1993w47,-.059107494,.0014291666,-.06053666,-.0030525206,-.032241561,.026807062,-.0033135784,.00046845619,.012403955
26nov1993,1993w48,.023941198,.0014777777,.02246342,-.0072323401,.02742704,.049448833,-.00040769033,.012196046,.0075356653
03dec1993,1993w49,.011107888,.0014583333,.0096495543,-.0049679508,-.011378936,.026545959,-.0079521565,.0075370353,.012201672
10dec1993,1993w50,.00044339884,.0014602778,-.001016879,.038104482,.030601405,-.025680313,-.000089212124,.013505471,-.0059181424
17dec1993,1993w51,.018661425,.0014583333,.017203091,-.0079814615,-.02426729,.023160687,.0028577237,-.01802917,.0030557066
24dec1993,1993w52,.011813784,.0017111111,.010102673,.0018066937,.071241684,-.062058385,.0013523438,.01727207,-.014600633
03jan1994,1994w1,.051473897,.0014136111,.050060287,-.0065104798,.0057525728,.0027029272,-.014314757,.023177113,.0341473
10jan1994,1994w2,.022521265,.0014447222,.021076543,.015820717,.040674791,.021980632,.026034065,.048524823,.025099214
17jan1994,1994w3,.025154214,.0014427778,.023711437,.027644739,-.032343455,-.027874012,.026048947,-.037386615,-.031672083
24jan1994,1994w4,.01836374,.0014680556,.016895685,.028881256,.021489045,-.038491737,.046825908,.026163971,-.023164593
31jan1994,1994w5,.012497972,.0013397222,.011158249,.01696243,-.003581278,.012723365,.005513126,.018897396,.013003135
07feb1994,1994w6,-.051168714,.001333889,-.052502602,.041235525,-.039657392,.012220802,.026169801,-.022124305,.0075205108
14feb1994,1994w7,.046220105,.0013397222,.044880383,.012437989,.052032411,.013642387,-.00081819418,.046893418,.029031964
21feb1994,1994w8,-.030057488,.0012794444,-.031336933,.0059634177,-.012289869,-.010506511,.015620345,-.018093819,-.011175271
28feb1994,1994w9,-.01411446,.0014,-.015514459,-.0052114218,-.003195052,-.00076976977,-.0015965366,-.0018103612,.0046761287
07mar1994,1994w10,-.007521688,.0013961111,-.0089177992,.001692139,.0014587608,-.031366091,-.0028998994,.016127836,-.098971568
14mar1994,1994w11,-.0010347466,.0014019444,-.002436691,-.030610137,-.019571314,.030751804,-.019787628,-.016370321,.013233285
21mar1994,1994w12,-.040822599,.0014097223,-.04223232,-.012587083,.0010037553,-.019074626,-.022529868,-.00060348772,-.023031071
28mar1994,1994w13,-.024349593,.0014680556,-.025817648,.017964916,.0054806443,-.025296994,.013354171,-.0084577948,-.01293222
04apr1994,1994w14,.054134782,.0013863889,.052748393,-.0073238253,.0034153946,-.0022887364,-.018727353,.010772889,.0029136846
11apr1994,1994w15,-.0084911948,.0013805556,-.0098717501,-.029345859,.0025386675,-.0055511096,-.021864315,.016034991,-.001344925
18apr1994,1994w16,-.0012621012,.0013902778,-.002652379,-.0034381519,.0012043971,.015073271,-.0041094325,-.010688501,.014619255
25apr1994,1994w17,.016113335,.0013883333,.014725002,-.0026129307,-.026501514,-.0017187793,-.018651614,-.0076139532,-.017509034
02may1994,1994w18,.020098634,.0013688889,.018729744,-.006167951,-.0016373908,.050588995,-.022440473,.02626651,.023701914
09may1994,1994w19,.019081384,.0013591666,.017722217,.012647686,.016466592,-.019255742,-.00313585,.022387628,-.025884708
16may1994,1994w20,.0016134356,.0013475,.00026593555,.0078253206,-.016203053,.064922474,-.0028508175,.002850977,.058319889
23may1994,1994w21,-.0073585943,.0013883333,-.0087469276,.0031266401,-.0029063425,-.0032205454,-.007015849,-.013887765,-.0098671047
30may1994,1994w22,-.025125397,.0013416667,-.026467064,.00051180768,-.030749409,.012628723,-.017315058,-.019983001,-.0053761974
06jun1994,1994w23,-.019346265,.00133,-.020676265,.015610499,-.03789271,.027039604,-.0035537388,-.0048674513,-.017871574
13jun1994,1994w24,-.028268177,.00133,-.029598176,-.0061337431,-.021931935,.0017938688,-.017207496,-.032146409,.013742734
20jun1994,1994w25,-.024515035,.001333889,-.025848923,-.026465563,.038707778,.036616862,-.024442933,.046563916,.04534423
27jun1994,1994w26,-.017261114,.0013008333,-.018561948,.0053092702,-.004177555,-.038402792,-.0022957013,.0045600799,-.03422121
04jul1994,1994w27,.0046848468,.001365,.0033198469,.0008025305,.0086050387,-.00062500581,.0035291361,-.003283435,.0019311651
11jul1994,1994w28,.044594783,.0013805556,.043214228,-.022495881,.0011148602,.015283767,-.032520466,-.0096106529,.00061493251
18jul1994,1994w29,.034739759,.0013961111,.033343647,-.00071038213,-.0040764646,-.007743354,-.02851785,.020645672,-.010595586
25jul1994,1994w30,-.0010248881,.0014058333,-.0024307214,-.012348321,.00016215091,.0012996742,-.020238174,.0014173249,.0012304919
01aug1994,1994w31,.014554027,.0013883333,.013165694,-.01011124,-.00092403009,-.0048071197,-.01435309,.0051686703,.0050809374
08aug1994,1994w32,-.046558551,.0013844444,-.047942996,-.018593494,-.04472819,-.0078856032,-.033346642,-.044275958,-.011639422
15aug1994,1994w33,.0052142171,.0015458333,.0036683837,-.0040415758,-.0020862329,-.0049725259,-.001261232,.013578244,-.081759028
22aug1994,1994w34,.024758063,.0014583333,.023299729,-.0062254523,-.0018882258,.0056283693,-.019735772,-.025118578,-.022584585
29aug1994,1994w35,.0063500577,.00147,.0048800576,.0030455093,-.020622673,-.016995117,-.0012482799,-.025068097,-.10379938
05sep1994,1994w36,-.018568309,.0014213888,-.019989697,-.0058935722,-.0037268754,.023985909,.0082477229,.0056452467,.016046522
12sep1994,1994w37,.0058426792,.0014272223,.0044154571,.019924242,-.03012578,.0035529085,.009022099,-.023508487,-.010352242
19sep1994,1994w38,-.014437492,.0014136111,-.015851103,-.027555257,.0060334825,.011566627,-.004910701,-.017419616,.0087064104
26sep1994,1994w39,-.011181164,.0014194445,-.012600608,-.0043144138,-.014961644,.012726463,.0087892041,.0019314943,.0041466374
03oct1994,1994w40,-.026250836,.0014544445,-.02770528,.0029291832,.031857863,-.0015440937,.024621446,-.009585306,-.0055706706
10oct1994,1994w41,.057864044,.0014447222,.05641932,.024811115,-.019439192,-.025754172,-.015733777,.011443181,-.015272211
17oct1994,1994w42,.0016662745,.001448611,.00021766347,.036789846,.0020829919,-.041526657,.0096451389,-.0015622242,-.0017482019
24oct1994,1994w43,.0099570462,.0014777777,.0084792683,-.004479799,.025887132,.016065188,.0024810224,.021671914,.0064024632
31oct1994,1994w44,-.018948797,.0014427778,-.020391574,.0034384986,.014009164,-.00062103826,.019780036,.0031760759,.0051248497
07nov1994,1994w45,.014157083,.0014525,.012704583,.010328956,-.0032651401,.010186465,.0044010296,-.012967885,.016360823
14nov1994,1994w46,.028820602,.0014447222,.027375881,.002838417,.0063918768,.0054617645,-.01057284,.022184063,.002216727
21nov1994,1994w47,-.0072618341,.0014505555,-.0087123895,-.0011952867,.010172988,.0026717184,-.0053757904,.018500719,.0040935124
28nov1994,1994w48,-.0044282097,.0014505555,-.0058787651,.022833336,-.0075050984,-.00084073492,.031978447,-.0113157,-.0014934954
05dec1994,1994w49,-.016318373,.0015166667,-.01783504,-.025217045,.039037209,-.019699218,-.0013406748,.0119518,-.010588802
12dec1994,1994w50,.0036392948,.0014972222,.0021420727,.003616164,-.0022622906,.0043444792,-.00024650485,-.011769379,.013372406
19dec1994,1994w51,.00073187309,.0014913889,-.00075951579,-.010585643,.0053496081,.01107511,-.010700509,.004149999,.0017003316
26dec1994,1994w52,-.00018520893,.0017266667,-.0019118757,.014304281,-.0051049478,-.0039312383,.0077559082,.0012797771,.0069004819
02jan1995,1995w1,.029249432,.0015380555,.027711377,-.0069622933,-.015645409,.012663539,-.019594448,.0037443442,.00043816859
09jan1995,1995w2,-.000078452365,.0015322223,-.0016106747,.006940769,.012201207,.0052966592,.0018856034,.0025173477,.0037254959
16jan1995,1995w3,.002741433,.0015361111,.0012053219,.0048734387,-.0095260758,.000060503371,.0088661565,-.0022350801,-.00016548368
23jan1995,1995w4,.003451942,.0015225,.001929442,.012422948,-.0027754833,-.0020889612,.018625874,-.0074270982,.00059630116
30jan1995,1995w5,.011398089,.0014544445,.0099436445,-.0045163734,.006491289,.0036761994,.000017839862,-.0035581724,.0052693039
06feb1995,1995w6,.011618837,.0014252778,.010193559,-.0026397852,-.0099722417,.01843507,-.0089653423,.0015299409,.01974752
13feb1995,1995w7,-.016802203,.0014077778,-.018209981,.0069662947,.011384057,-.015562668,.018066874,.0078137964,-.018529113
20feb1995,1995w8,-.0017417631,.0013786112,-.0031203744,.0069872402,.0078892773,.0052552242,.0052289725,-.0028821535,.0042293896
27feb1995,1995w9,-.025961924,.0013475,-.027309425,.012610758,.00093426765,-.012090161,.0032346349,.0024634749,.0038122935
06mar1995,1995w10,-.01817099,.0016197222,-.019790713,.0070788022,.0037498001,-.011317266,.0057344208,-.0030768844,-.005732758
13mar1995,1995w11,.0025934081,.0016683333,.0009250748,-.017325429,.00025090575,.029395951,-.029581165,-.01971156,.030573165
20mar1995,1995w12,-.0032726752,.0016683333,-.0049410085,-.014608343,-.0016493122,.0060791913,-.015712211,-.0021806732,.0010550958
27mar1995,1995w13,-.0016393207,.0016683333,-.0033076541,-.018850129,-.079986721,.0088188183,-.020583482,-.091556676,.018054266
03apr1995,1995w14,.035554599,.001641111,.033913489,.020338072,-.014661167,.039805658,-.00095445727,-.0056907255,.017103955
10apr1995,1995w15,.0033792998,.0016158334,.0017634664,-.0077367951,-.014287853,.008360073,.0019210258,-.010276046,-.0016423572
17apr1995,1995w16,.0015941174,.0016119444,-.000017827027,-.0031979519,.013598474,.00012711986,-.0096253175,.0058397194,.0057354439
24apr1995,1995w17,.037337735,.0016372222,.035700515,-.027659789,-.022639129,.021416353,-.020138737,-.026730988,.0050605806
01may1995,1995w18,.0044609797,.0016625001,.0027984795,-.0047625918,.029476335,-.012138498,-.0051069618,.03645977,-.012829299
08may1995,1995w19,.010824795,.0016527778,.0091720168,.0066885119,.018490762,-.021843486,.0052422867,.011193899,-.021828385
15may1995,1995w20,-.0054461523,.0016702778,-.00711643,-.006032065,-.0054892725,.0057814345,-.01247524,-.0010727707,-.00011000666
22may1995,1995w21,.016019532,.0016780556,.014341477,-.016887723,-.0038856191,-.017885603,-.030672081,-.01330241,-.025979634
29may1995,1995w22,.017573584,.0017052778,.015868306,.015302089,-.008796664,-.017786862,-.0080490354,.0020033228,-.023048582
05jun1995,1995w23,-.0012360046,.0016974999,-.0029335045,.0028284877,-.0042669377,-.0082827248,.0070484518,.0023501853,-.012804559
12jun1995,1995w24,-.0068893661,.0016974999,-.0085868658,.0031217807,-.0045912126,-.0029918253,.0066396012,.00083472789,-.0016935884
19jun1995,1995w25,.02481533,.0016936111,.023121718,-.0086553115,-.012178039,.0067355107,-.018021457,-.011395925,.0096515827
26jun1995,1995w26,.0046820156,.0016877778,.0029942379,.010171575,.0087877121,-.0028293715,.0092357378,.0031013798,-.0067657772
03jul1995,1995w27,.040135503,.0017850001,.038350504,-.0047259787,-.012988846,.016440069,-.011159801,-.021505011,.027400685
10jul1995,1995w28,.0070006601,.0017597222,.0052409377,-.0010463223,.0057881922,-.005192406,-.0034258093,.016060751,-.0065505747
17jul1995,1995w29,-.01242607,.0017850001,-.01421107,-.0054361201,-.0054679615,.0067683556,-.0014544961,.0052117347,-.010856861
24jul1995,1995w30,.020363705,.0017947222,.018568983,-.013704532,-.0090405606,-.0021475996,-.011520747,-.011549279,.0020868282
31jul1995,1995w31,-.016824232,.0017655556,-.018589787,.01113537,.021984093,-.0071075624,.0092865163,.0069922842,-.0012330278
07aug1995,1995w32,.0012360364,.0017616667,-.00052563031,-.0029432871,.0090471543,-.0047667003,-.0085780695,.0030302361,.003761038
14aug1995,1995w33,.015140768,.0017655556,.013375212,.017666154,-.015401005,.0016960672,.0033964762,-.01840421,.014571215
21aug1995,1995w34,.0065812822,.0017713888,.0048098937,-.021149311,.029382754,.04640533,-.030562747,.043613132,.058802035
28aug1995,1995w35,-.012059921,.0017927778,-.013852699,-.0017706495,.013762825,.0013259072,-.012982154,.0056967046,-.0031637503
04sep1995,1995w36,.052132037,.0017422222,.050389815,-.032238744,.017006189,.010784111,-.059605032,.0091384863,.036210164
11sep1995,1995w37,.022376945,.0017149999,.020661945,.010007863,-.015187608,-.054144576,.025884315,-.0018286267,-.047554914
18sep1995,1995w38,-.016062047,.0017033333,-.01776538,.0071562971,-.0063557513,.014870045,.0029784755,-.0053634439,.01399305
25sep1995,1995w39,.010122294,.0016838888,.0084384046,.0050352034,-.010032312,.007028982,-.0013396239,-.0050734058,.010476539
02oct1995,1995w40,-.020998258,.0017188889,-.022717146,.012109361,-.0046638828,-.014370665,.016139355,.0054665008,-.031728756
09oct1995,1995w41,.00095129455,.0017402777,-.00078898319,-.00021580646,.0095607322,-.0063046203,-.0023578687,.0065219947,.0015241005
16oct1995,1995w42,-.019109245,.001746111,-.020855356,.0024478089,.014425143,-.014664173,.0060951049,.013169027,-.014030903
23oct1995,1995w43,-.046877123,.0017383333,-.048615456,.0075878617,.021837762,-.012953125,.012809549,.020308614,-.012766617
30oct1995,1995w44,.020055884,.0016722223,.018383663,-.0076427679,-.0051633511,.0040253145,-.0038801373,-.013574792,.0041956874
06nov1995,1995w45,-.018990824,.0016527778,-.020643601,-.014406425,-.0013618849,.0019107927,-.0057762801,.017754147,-.025740771
